Fiscal Year,Library,County,AENGLC Rank,Population of Service Area,Total Library Visits,Library Visits Per Capita Served,Total Registered Borrowers,Percent of Residents with Library Cards,Reference Questions,Reference Questions Per Capita Served,Total Circulation,Circulation Per Capita Served,Total Programs (Synchronous + Prerecorded),Total Program Attendance & Views,Total Program Attendance & Views Per Capita Served,Use of Public Internet Computers,Total Collection,Collection Per Capita Served,Total Operating Income,Operating Income Per Capita,Town Tax Appropriation for Library,Tax Appropriation Per Capita Served,Library Materials Expenditures,Wages & Salaries Expenditures,Operating Expenditures,Operating Expenditures Per Capita
1999,Bridgeport,Fairfield,169,137425,421667,3.1,52057,0.38,224410,1.6,403295,2.9,899,15279,0.1,,438390,3.2,3905413,28.42,3756834,27.24,521000,2514401,3518228,25.6
1999,Bridgewater - Burnham,Litchfield,20,1749,16025,9.2,1346,0.77,1305,0.7,21949,12.5,117,5456,3.1,,29316,16.8,86933,49.7,50860,29.25,14722,53604,75606,43.2
1999,Bristol,Hartford,136,59158,266193,4.5,19534,0.33,23235,0.4,357932,6.1,803,16453,0.3,,144634,2.4,1335446,22.57,1297107,21.93,221284,850467,1231834,20.8
1999,Brookfield,Fairfield,32,14664,92453,6.3,6975,0.48,12700,0.9,126450,8.6,185,5896,0.4,,60632,4.1,467389,31.87,390926,27.01,63927,268950,380303,25.9
1999,Brooklyn,Windham,149,6909,15000,2.2,3675,0.53,1800,0.3,29788,4.3,16,863,0.1,,21148,3.1,73652,10.66,65185,9.39,17736,34386,61861,9
1999,Burlington,Hartford,75,7892,43068,5.5,5000,0.63,,,45826,5.8,100,1273,0.2,,31516,4,147650,18.71,141305,18.54,21099,86368,127143,16.1
1999,Canaan - David Hunt,Litchfield,50,1052,15912,15.1,686,0.65,633,0.6,16815,16,129,2446,2.3,,27064,25.7,69267,65.84,25000,23.61,8187,37032,53451,50.8
1999,Canterbury,Windham,150,4690,1701,0.4,836,0.18,1040,0.2,12353,2.6,4,80,0,,11917,2.5,39593,8.44,38115,8.22,7245,20050,33744,7.2
1999,Canton,Hartford,56,8115,,,8010,0.99,234,0,35094,4.3,77,750,0.1,,48786,6,223820,27.58,214816,26.73,30237,142821,197598,24.3
1999,Chaplin,Windham,133,2258,1352,0.6,571,0.25,,,5988,2.7,,,,,13202,5.8,31684,14.03,31405,14.2,7564,17368,30527,13.5
1999,Cheshire,New Haven,59,26471,101052,3.8,23808,0.9,25059,0.9,289246,10.9,188,5917,0.2,,113278,4.3,956753,36.14,875958,33.71,112504,744796,956753,36.1
1999,Chester,Middlesex,62,3830,21000,5.5,2900,0.76,1172,0.3,33630,8.8,47,903,0.2,,14961,3.9,62272,16.26,53786,14.16,15943,44056,62272,16.3
1999,Clinton - Henry C. Hull,Middlesex,90,13111,,,7497,0.57,2000,0.2,187777,14.3,25,1895,0.1,,46227,3.5,434407,33.13,315100,24.06,92942,222020,373595,28.5
1999,Colchester - Cragin,New London,128,12709,50100,3.9,10290,0.81,4989,0.4,99622,7.8,278,5985,0.5,,38836,3.1,230653,18.15,193988,15.24,45475,126462,207346,16.3
1999,Columbia - S.B. Little,Tolland,82,4841,9360,1.9,3528,0.73,12130,2.5,36739,7.6,34,770,0.2,,31029,6.4,163447,33.76,148200,30.92,36070,82647,146831,30.3
1999,Cornwall,Litchfield,10,1478,9100,6.2,650,0.44,,,14394,9.7,14,125,0.1,,15650,10.6,60355,40.84,4000,2.68,5937,26213,61017,41.3
1999,Coventry - Booth Dim,Tolland,129,11077,50000,4.5,5388,0.49,2200,0.2,85758,7.7,198,3268,0.3,,45126,4.1,205740,18.57,189250,17.35,26273,112596,157312,14.2
1999,Cromwell,Middlesex,95,12589,52416,4.2,5591,0.44,4572,0.4,78779,6.3,177,3860,0.3,,59550,4.7,338527,26.89,333479,26.63,54944,246338,350596,27.8
1999,Danbury,Fairfield,76,65829,450000,6.8,34584,0.53,37000,0.6,383027,5.8,485,14238,0.2,,112014,1.7,1754701,26.66,1554945,23.75,250177,1157323,1729662,26.3
1999,Darien,Fairfield,3,18085,327688,18.1,16581,0.92,29251,1.6,467282,25.8,497,13783,0.8,,158971,8.8,1871389,103.48,1368056,75.48,381274,980075,1628400,90
1999,Deep River,Middlesex,83,4461,25614,5.7,2703,0.61,1125,0.3,27035,6.1,37,544,0.1,,19509,4.4,78481,17.59,74886,16.81,7323,51596,64398,14.4
1999,Derby,New Haven,134,11942,22000,1.8,3464,0.29,1536,0.1,11402,1,119,3522,0.3,,40886,3.4,304378,25.49,317954,26.67,39549,159282,321588,26.9
1999,Derby Neck,New Haven,134,11942,41650,3.5,1955,0.16,977,0.1,53503,4.5,55,1321,0.1,,48372,4.1,256810,21.5,500,0.04,16930,118310,200708,16.8
1999,Durham,Middlesex,84,6555,73662,11.2,5028,0.77,15600,2.4,97629,14.9,167,2685,0.4,,46178,7,316052,48.22,274341,42.99,38500,170116,243716,37.2
1999,East Granby,Hartford,39,4438,25000,5.6,3704,0.83,655,0.1,32534,7.3,323,1817,0.4,,26382,5.9,71887,16.2,51500,11.84,13692,45121,67955,15.3
1999,East Haddam,Middlesex,86,7490,16304,2.2,4494,0.6,143,0,19147,2.6,145,2118,0.3,,20597,2.7,84482,11.28,43440,5.91,13017,42223,72277,9.6
1999,East Hampton,Middlesex,105,11052,44044,4,8438,0.76,4376,0.4,64926,5.9,259,4221,0.4,,42600,3.9,301100,27.24,291037,26.47,43925,207747,285495,25.8
1999,East Hartford,Hartford,137,47369,191564,4,15156,0.32,21670,0.5,156870,3.3,317,8703,0.2,,216067,4.6,887090,18.73,812514,17.03,152000,545864,771589,16.3
1999,East Haven - Hagaman,New Haven,144,26740,79900,3,19500,0.73,16530,0.6,128419,4.8,118,2293,0.1,,59960,2.2,550777,20.6,491234,18.49,64500,303950,429237,16.1
1999,East Lyme,New London,79,15824,75000,4.7,,,17400,1.1,165099,10.4,,,,,92182,5.8,721105,45.57,657000,40.63,111520,410129,606336,38.3
1999,East Windsor - Warehouse,Hartford,124,10026,28993,2.9,3348,0.33,,,50497,5,207,3833,0.4,,32892,3.3,288019,28.73,105000,10.61,20823,152982,236746,23.6
1999,Eastford,Windham,115,1450,4553,3.1,400,0.28,200,0.1,8669,6,1,46,0,,11276,7.8,24329,16.78,23540,16.52,5160,12600,19799,13.7
1999,Easton,Fairfield,9,6745,65584,9.7,3925,0.58,9152,1.4,81925,12.1,290,5224,0.8,,52970,7.9,338216,50.14,308702,46.97,53730,178579,271472,40.2
1999,Ellington - Hall,Tolland,110,11741,91706,7.8,5774,0.49,5280,0.4,108908,9.3,159,2980,0.3,,46183,3.9,360530,30.71,329361,28.42,45332,184011,275753,23.5
1999,Enfield,Hartford,130,43099,218999,5.1,18184,0.42,30516,0.7,255184,5.9,430,6691,0.2,,153140,3.6,856063,19.86,842942,19.54,115000,622675,816938,19
1999,Essex,Middlesex,28,6143,38200,6.2,4775,0.78,5590,0.9,41522,6.8,19,950,0.2,,25265,4.1,256359,41.73,59000,9.62,29037,103780,158239,25.8
1999,Essex - Ivoryton,Middlesex,28,,15000,2.4,2500,0.41,,,12000,2,20,255,0,,7140,1.2,44889,7.31,34687,5.66,14500,17759,43091,7
1999,Fairfield,Fairfield,23,53740,543028,10.1,45584,0.85,75250,1.4,727166,13.5,502,18609,0.3,,283683,5.3,2831770,52.69,2831769,52.94,465272,1589615,2272574,42.3
1999,Fairfield - Pequot,Fairfield,23,,89304,1.7,1775,0.03,5103,0.1,52332,1,193,9152,0.2,,134024,2.5,777924,14.48,251000,4.69,79748,311939,572491,10.7
1999,Farmington,Hartford,29,21161,196616,9.3,10664,0.5,51759,2.4,325958,15.4,933,23695,1.1,,165035,7.8,2073386,97.98,1438856,69.26,182036,955509,1363122,64.4
1999,Glastonbury - Wells-T.,Hartford,41,28832,226176,7.8,15574,0.54,20331,0.7,349886,12.1,99,4946,0.2,,123004,4.3,962083,33.37,888901,31.44,146670,573486,786961,27.3
1999,"Glastonbury, East",Hartford,41,,11500,0.4,920,0.03,99,0,17080,0.6,236,4800,0.2,,17167,0.6,22660,0.79,5000,0.18,11288,,15350,0.5
1999,Goshen,Litchfield,30,2460,4235,1.7,1568,0.64,657,0.3,14871,6,24,398,0.2,,33633,13.7,41390,16.83,53618,21.98,9022,20695,35315,14.4
1999,Granby,Hartford,68,9592,68644,7.2,6296,0.66,13900,1.4,129716,13.5,245,4812,0.5,,60116,6.3,305932,31.89,305932,32.55,43223,251456,334967,34.9
1999,Greenwich,Fairfield,1,58332,,,45571,0.78,180910,3.1,717933,12.3,,33558,0.6,,341974,5.9,4750748,81.44,5079287,87.06,740971,3291627,4289825,73.5
1999,Greenwich - Perrot,Fairfield,1,,218000,3.7,,,10030,0.2,179554,3.1,150,3201,0.1,,59412,1,924913,15.86,846458,14.51,72636,725486,910183,15.6
1999,Griswold - Slater,New London,160,14384,18564,1.3,4473,0.31,2028,0.1,22171,1.5,19,845,0.1,,20392,1.4,145875,10.14,72520,4.97,9679,36031,64770,4.5
1999,Groton,New London,135,41284,313612,7.6,35719,0.87,53508,1.3,346156,8.4,397,10610,0.3,,126939,3.1,1471451,35.64,1419207,33.06,224768,1070347,1441595,34.9
1999,Groton - Bill,New London,135,41284,13000,0.3,800,0.02,,,16300,0.4,,,,,20000,0.5,128836,3.12,10000,0.23,16481,60756,124568,3
1999,Groton - Mystic,New London,135,,60000,1.5,7317,0.18,,,90855,2.2,64,283,0,,45846,1.1,371677,9,151420,3.53,45929,186036,296569,7.2
1999,Guilford,New Haven,43,20239,,,17100,0.84,43000,2.1,259115,12.8,455,10420,0.5,,127462,6.3,814419,40.24,701391,35.21,83199,593477,753526,37.2
1999,Haddam - Brainerd,Middlesex,36,7210,32391,4.5,4735,0.66,,,26949,3.7,141,2120,0.3,,26410,3.7,171441,23.78,127130,17.77,21315,78468,142452,19.8
1999,Hamden,New Haven,112,53011,345818,6.5,42083,0.79,17940,0.3,444337,8.4,281,6389,0.1,,173377,3.3,1513092,28.54,1434186,26.98,219087,1145819,1507332,28.4
1999,Hampton - Fletcher,Windham,131,1636,1942,1.2,962,0.59,75,0,3856,2.4,2,,,,32835,20.1,12894,7.88,4000,2.5,2867,3500,9155,5.6
1999,Hartford,Hartford,164,131523,578485,4.4,48292,0.37,345943,2.6,539660,4.1,2411,61965,0.5,,482327,3.7,6065790,46.12,5165670,39.12,572752,4328716,5604114,42.6
1999,Hartland,Hartford,97,1970,,,,,,,650,0.3,,,,,4274,2.2,4595,2.33,2750,1.43,5952,,9055,4.6
1999,Harwinton,Litchfield,81,5405,18000,3.3,3029,0.56,945,0.2,39003,7.2,114,2050,0.4,,28142,5.2,101481,18.78,84583,15.8,20433,64532,104856,19.4
1999,Hebron - Douglas,Tolland,102,8043,40573,5,5072,0.63,3825,0.5,59113,7.3,147,4214,0.5,,31518,3.9,258437,32.13,105000,13.48,29436,118281,217840,27.1
1999,Kent,Litchfield,37,3067,35000,11.4,2225,0.73,950,0.3,24407,8,160,2500,0.8,,22732,7.4,117048,38.16,55000,17.95,15447,52760,79812,26
1999,Killingly,Windham,153,16057,105000,6.5,5972,0.37,4554,0.3,123818,7.7,152,3677,0.2,,51718,3.2,487948,30.39,456135,28.28,71972,255452,417568,26
1999,Killingworth,Middlesex,73,5694,33101,5.8,3033,0.53,1989,0.3,51732,9.1,73,726,0.1,,27033,4.7,162688,28.57,95000,17.43,43071,62097,134238,23.6
1999,Lebanon - JonTrumbull,New London,127,6271,56000,8.9,4800,0.77,1950,0.3,55452,8.8,98,2700,0.4,,43690,7,108477,17.3,80000,12.52,21778,53270,80026,12.8
1999,Ledyard,New London,120,14462,97705,6.8,7751,0.54,11094,0.8,153649,10.6,399,7984,0.6,,87775,6.1,473339,32.73,451135,30.4,85943,284559,445028,30.8
1999,Litchfield - OWL,Litchfield,65,8747,35483,4.1,3271,0.37,2958,0.3,66724,7.6,,2552,0.3,,46513,5.3,459258,52.5,150727,17.47,46953,182361,288759,33
1999,"Litchfield, Gilbert",Litchfield,65,,3000,0.3,311,0.04,,,3000,0.3,4,100,0,,8860,1,17813,2.04,14000,1.62,2925,8100,14443,1.7
1999,Lyme,New London,14,1969,11711,5.9,973,0.49,947,0.5,15931,8.1,48,633,0.3,,24750,12.6,94619,48.05,67399,33.48,10506,51832,80996,41.1
1999,Madison - E.C.Scranton,New Haven,25,16197,,,9358,0.58,22984,1.4,193443,11.9,374,7276,0.4,,90607,5.6,789300,48.73,642909,40.29,151174,348192,594980,36.7
1999,Manchester,Hartford,123,51657,382303,7.4,23799,0.46,41348,0.8,723820,14,572,14228,0.3,,195558,3.8,1921434,37.2,1883857,36.75,216936,1093749,1413663,27.4
1999,Mansfield,Tolland,168,19061,104040,5.5,5447,0.29,4255,0.2,203728,10.7,244,6180,0.3,,62190,3.3,463456,24.31,404770,21.23,75780,295270,428504,22.5
1999,Marlborough-Richmond,Hartford,92,5754,49100,8.5,3316,0.58,2514,0.4,110346,19.2,52,4243,0.7,,30386,5.3,243835,42.38,185377,32.97,41835,116755,219343,38.1
1999,Meriden,New Haven,155,56667,280000,4.9,44423,0.78,77862,1.4,434195,7.7,386,35502,0.6,,222903,3.9,1533746,27.07,1486109,26.07,145200,1119952,1355155,23.9
1999,Middlebury,New Haven,31,6069,50000,8.2,5169,0.85,6900,1.1,82779,13.6,337,5678,0.9,,48417,8,236992,39.05,232886,38.81,47000,134961,212886,35.1
1999,Middlefield - Levi Coe,Middlesex,89,4107,23004,5.6,2644,0.64,1524,0.4,28666,7,226,3490,0.8,,24052,5.9,153228,37.31,134710,33.05,12835,77215,121827,29.7
1999,Middletown - Russell,Middlesex,108,43640,296449,6.8,31087,0.71,51057,1.2,505833,11.6,435,16746,0.4,,190668,4.4,2296972,52.63,2134207,49.06,294384,1521559,2080115,47.7
1999,Milford,New Haven,72,50027,,,30812,0.62,39873,0.8,253640,5.1,35,6335,0.1,,136067,2.7,806759,16.13,780943,15.74,120910,588199,803858,16.1
1999,Monroe - Edith Wheeler,Fairfield,55,18566,124380,6.7,10809,0.58,16284,0.9,148195,8,196,4685,0.3,,77398,4.2,468045,25.21,427516,23.77,84979,283394,440369,23.7
1999,Montville - Raymond,New London,122,16618,15507,0.9,7946,0.48,1922,0.1,30506,1.8,6,195,0,,23683,1.4,90778,5.46,21000,1.23,6863,43430,67888,4.1
1999,Morris,Litchfield,49,2099,15000,7.1,1050,0.5,536,0.3,24491,11.7,53,757,0.4,,15400,7.3,68312,32.55,48352,22.9,7615,47831,59766,28.5
1999,Naugatuck - Howard W.,New Haven,152,30231,137040,4.5,10985,0.36,12664,0.4,84511,2.8,189,2631,0.1,,63707,2.1,648371,21.45,486765,16.1,52151,326751,516236,17.1
1999,New Britain,Hartford,167,70492,275291,3.9,22990,0.33,36189,0.5,322819,4.6,1605,38718,0.5,,271383,3.8,2388441,33.88,2162958,30.49,213104,1446609,2038387,28.9
1999,New Canaan,Fairfield,2,18067,311904,17.3,17756,0.98,40408,2.2,356164,19.7,760,19726,1.1,,157676,8.7,1550850,85.84,1204474,67.21,266287,869964,1338369,74.1
1999,New Fairfield,Fairfield,46,13517,97396,7.2,13610,1.01,,,140045,10.4,158,3476,0.3,,51477,3.8,352983,26.11,335124,25.07,55303,246252,331521,24.5
1999,New Hartford-Bakerville,Litchfield,80,,7540,1.2,930,0.15,,,13588,2.2,40,650,0.1,,10177,1.7,,,,,,,,
1999,New Hartford-Licia M.B.,Litchfield,80,6123,52500,8.6,4047,0.66,,,66919,10.9,185,3000,0.5,,29147,4.8,323987,52.91,141625,23.28,43987,168448,270055,44.1
1999,New Haven,New Haven,166,123189,318281,2.6,6974,0.06,208217,1.7,207782,1.7,840,26229,0.2,,632573,5.1,3752088,30.46,3283380,26.42,430834,2330695,3113530,25.3
1999,New London,New London,163,23869,278024,11.6,24574,1.03,32986,1.4,147118,6.2,381,7189,0.3,,85563,3.6,548983,23,495500,19.61,53019,279618,406709,17
1999,New Milford,Litchfield,67,25512,419484,16.4,11792,0.46,16699,0.7,233970,9.2,554,12590,0.5,,88954,3.5,812174,31.83,753912,29.75,180582,495049,822887,32.3
1999,Newington - LucyWelles,Hartford,93,28346,312473,11,13816,0.49,52340,1.8,409421,14.4,663,20617,0.7,,115951,4.1,1298437,45.81,1258814,44.71,192232,868918,1195452,42.2
1999,Newtown - Cyr.Booth,Fairfield,40,23469,144000,6.1,20407,0.87,46000,2,145817,6.2,428,10699,0.5,,73556,3.1,733913,31.27,579567,25.75,93830,356983,614010,26.2
1999,Norfolk,Litchfield,48,2026,24534,12.1,1291,0.64,300,0.1,33313,16.4,144,,,,28501,14.1,177749,87.73,1000,0.49,24433,84209,150464,74.3
1999,North Branford,New Haven,101,13967,49400,3.5,8372,0.6,4687,0.3,115523,8.3,192,,,,64030,4.6,418720,29.98,399568,29.13,69893,241758,357976,25.6
1999,North Canaan - Douglas,Litchfield,118,3431,10868,3.2,,,550,0.2,13780,4,3,492,0.1,,19133,5.6,60516,17.64,42435,12.22,9228,35969,50045,14.6
1999,North Haven,New Haven,38,22148,58292,2.6,19400,0.88,12231,0.6,146622,6.6,148,4815,0.2,,101159,4.6,667746,30.15,629908,28.61,95214,444552,597127,27
1999,North Stonington-Wheeler,New London,107,4882,58500,12,3655,0.75,3433,0.7,45168,9.3,162,4777,1,,38877,8,77915,15.96,15000,3.01,10950,47738,73844,15.1
1999,Norwalk,Fairfield,42,78064,405600,5.2,,,61959,0.8,447333,5.7,250,6994,0.1,,283446,3.6,2698698,34.57,2675333,34.33,377423,1700452,2305702,29.5
1999,"Norwalk, Rowayton",Fairfield,42,,,,4533,0.06,,,27844,0.4,64,3787,0,,29911,0.4,122703,1.57,101000,1.3,25095,79222,119081,1.5
1999,Norwich - Otis,New London,159,37227,110000,3,18049,0.48,18401,0.5,195125,5.2,80,2317,0.1,,99143,2.7,902838,24.25,696000,18.06,92655,551031,757399,20.3
1999,Old Lyme - Phoebe,New London,22,6446,79538,12.3,5838,0.91,3179,0.5,75692,11.7,332,4314,0.7,,39402,6.1,361696,56.11,135000,20.55,44026,193708,342453,53.1
1999,Old Saybrook - Acton,Middlesex,24,9739,131201,13.5,4959,0.51,3471,0.4,170702,17.5,127,7216,0.7,,59470,6.1,357557,36.71,353029,36.28,70726,203715,292356,30
1999,Orange - Case,New Haven,26,12426,64288,5.2,10959,0.88,8437,0.7,114862,9.2,57,1785,0.1,,75793,6.1,362173,29.15,371132,29.83,76956,204410,331077,26.6
1999,Oxford,New Haven,87,9279,15000,1.6,3200,0.34,3290,0.4,21200,2.3,37,430,0,,25835,2.8,118791,12.8,149370,16.56,25015,91439,140167,15.1
1999,Plainfield - Aldrich,Windham,161,14593,6760,0.5,4277,0.29,3380,0.2,20668,1.4,106,1567,0.1,,28072,1.9,54363,3.73,44000,3.02,11576,26009,44934,3.1
1999,Plainville,Hartford,114,16770,87590,5.2,6923,0.41,9806,0.6,160289,9.6,332,13005,0.8,,95257,5.7,426899,25.46,412028,24.56,99757,291645,442383,26.4
1999,Plymouth - Terryville,Litchfield,143,12040,,,4025,0.33,4742,0.4,60649,5,299,3897,0.3,,51540,4.3,318541,26.46,302798,25.09,46510,174095,257751,21.4
1999,Pomfret,Windham,98,3442,6448,1.9,1893,0.55,426,0.1,12307,3.6,44,460,0.1,,25355,7.4,36076,10.48,28554,8.54,8663,18108,31312,9.1
1999,Portland,Middlesex,96,8796,101057,11.5,4656,0.53,3996,0.5,171272,19.5,161,3363,0.4,,77608,8.8,525559,59.75,499588,56.62,70502,331599,473849,53.9
1999,Preston,New London,146,5024,13312,2.6,2193,0.44,2500,0.5,23800,4.7,92,1000,0.2,,21268,4.2,112035,22.3,105185,20.56,14075,63504,93550,18.6
1999,Prospect,New Haven,116,8270,28000,3.4,6135,0.74,6800,0.8,67497,8.2,15,394,0,,35227,4.3,220218,26.63,212597,26.21,35000,123070,179833,21.7
1999,Putnam,Windham,156,8879,24913,2.8,6812,0.77,7214,0.8,50344,5.7,18,316,0,,40652,4.6,262494,29.56,256875,28.63,22618,158276,200285,22.6
1999,Redding - Mark Twain,Fairfield,11,8167,42952,5.3,4199,0.51,663,0.1,66948,8.2,164,2692,0.3,,35815,4.4,290378,35.56,172828,21.42,55528,170380,256801,31.4
1999,Ridgefield,Fairfield,12,22163,267633,12.1,16000,0.72,13157,0.6,279788,12.6,555,14917,0.7,,109335,4.9,1262722,56.97,1004000,46.34,178198,691741,1028412,46.4
1999,Rocky Hill-Cora Belden,Hartford,71,16742,158067,9.4,7880,0.47,21402,1.3,217681,13,220,7993,0.5,,68871,4.1,695372,41.53,665452,40.63,115984,480242,634968,37.9
1999,Roxbury - Minor,Litchfield,13,2008,28000,13.9,3100,1.54,,,40000,19.9,370,,,,53465,26.6,121736,60.63,83825,42.29,19864,51052,89920,44.8
1999,Salem,New London,103,3499,13728,3.9,2936,0.84,832,0.2,26507,7.6,29,72,0,,16297,4.7,43709,12.49,41490,11.66,9014,24905,39720,11.4
1999,Salisbury - Scoville,Litchfield,8,4073,42000,10.3,3051,0.75,3125,0.8,54723,13.4,164,3473,0.9,,33861,8.3,288615,70.86,50000,12.1,30948,139064,213949,52.5
1999,Scotland,Windham,125,1442,2255,1.6,743,0.52,94,0.1,3210,2.2,30,211,0.1,,8363,5.8,12177,8.44,9450,6.76,2142,8270,11461,7.9
1999,Seymour,New Haven,121,14244,52847,3.7,7983,0.56,3041,0.2,73118,5.1,51,2203,0.2,,49789,3.5,401851,28.21,298161,21.07,40698,205990,294474,20.7
1999,Sharon - Hotchkiss,Litchfield,19,2947,8500,2.9,2183,0.74,,,34044,11.6,40,400,0.1,,23634,8,136299,46.25,5000,1.68,13657,55829,87738,29.8
1999,Shelton - Plumb,Fairfield,60,37873,169272,4.5,15265,0.4,25900,0.7,241907,6.4,117,3986,0.1,,147330,3.9,761817,20.12,722254,19.44,138742,511775,766924,20.2
1999,Sherman,Fairfield,17,3017,33574,11.1,1923,0.64,860,0.3,43443,14.4,191,2311,0.8,,23983,7.9,114265,37.87,74262,25.23,23554,52828,99594,33
1999,Simsbury,Hartford,35,21767,270313,12.4,14137,0.65,42870,2,410953,18.9,695,20826,1,,135552,6.2,1004881,46.17,873569,40.42,145590,635188,916038,42.1
1999,Somers,Tolland,113,9463,73600,7.8,3914,0.41,6910,0.7,83473,8.8,146,2250,0.2,,43539,4.6,291088,30.76,267691,28.44,40982,162220,243906,25.8
1999,South Windsor,Hartford,61,22711,177912,7.8,11237,0.49,15670,0.7,209294,9.2,284,4674,0.2,,104119,4.6,918198,40.43,899421,40.29,84286,462203,634686,27.9
1999,"South Windsor, Wood",Hartford,61,,6000,0.3,530,0.02,,,2977,0.1,41,1556,0.1,,14768,0.7,95643,4.21,7500,0.34,4659,36095,76539,3.4
1999,Southbury,New Haven,45,16568,178412,10.8,9137,0.55,21840,1.3,192329,11.6,332,7522,0.5,,80698,4.9,499269,30.13,453863,27.81,100983,276603,430416,26
1999,Southington,Hartford,88,38683,289130,7.5,19315,0.5,113871,2.9,276371,7.1,200,8900,0.2,,153543,4,889678,23,854588,22.44,104457,591771,781574,20.2
1999,Sprague,New London,151,2876,8093,2.8,2208,0.77,426,0.1,10176,3.5,1,54,0,,15186,5.3,17500,6.08,12626,4.24,2449,7419,13915,4.8
1999,Stafford,Tolland,141,11523,32825,2.8,6453,0.56,1102,0.1,45555,4,84,1720,0.1,,41812,3.6,262762,22.8,177200,15.32,38448,104436,189228,16.4
1999,Stamford - Ferguson,Fairfield,27,110689,581449,5.3,57292,0.52,178255,1.6,800334,7.2,631,34461,0.3,,436327,3.9,5997089,54.18,5716000,51.97,792673,3274393,5158938,46.6
1999,Sterling,Windham,138,2814,9100,3.2,1693,0.6,1861,0.7,30692,10.9,22,470,0.2,,16634,5.9,48352,17.18,46375,16.82,11522,20559,43264,15.4
1999,Stonington,New London,51,16523,23817,1.4,4966,0.3,468,0,54161,3.3,329,5051,0.3,,33270,2,193320,11.7,67175,3.96,44988,94544,176902,10.7
1999,Stratford,Fairfield,91,48857,191007,3.9,26421,0.54,50682,1,267677,5.5,889,42149,0.9,,147801,3,2101026,43,1942417,39.59,156737,1205348,1576055,32.3
1999,Suffield - Kent,Hartford,58,11299,111624,9.9,5622,0.5,7000,0.6,140020,12.4,198,4536,0.4,,78152,6.9,409718,36.26,341465,30.69,52589,211785,306580,27.1
1999,Thomaston,Litchfield,117,7306,65000,8.9,3717,0.51,5000,0.7,93320,12.8,250,6500,0.9,,52298,7.2,277305,37.96,251732,34.46,44145,154984,258369,35.4
1999,Thompson,Windham,154,8994,48067,5.3,6446,0.72,6262,0.7,68159,7.6,179,2460,0.3,,42511,4.7,229708,25.54,224235,24.86,42698,142235,224235,24.9
1999,Tolland,Tolland,100,12396,83743,6.8,6771,0.55,25354,2,128779,10.4,194,3015,0.2,,51090,4.1,263329,21.24,257861,21.38,40122,189359,282705,22.8
1999,Torrington,Litchfield,139,34451,30992,0.9,10420,0.3,,,91775,2.7,101,1539,0,,53911,1.6,346571,10.06,,,56356,182284,283619,8.2
1999,Trumbull,Fairfield,33,33515,234023,7,25083,0.75,24532,0.7,318566,9.5,323,8391,0.3,,159827,4.8,969089,28.92,964183,28.98,109800,676451,923617,27.6
1999,Union,Tolland,111,683,3740,5.5,248,0.36,,,4276,6.3,2,,,,12069,17.7,25215,36.92,23686,35.78,9028,9931,22416,32.8
1999,Vernon - Rockville,Tolland,132,29269,82766,2.8,9182,0.31,7377,0.3,119288,4.1,157,4584,0.2,,51010,1.7,665564,22.74,110000,3.72,73947,292610,498997,17
1999,Voluntown,New London,145,2208,2080,0.9,1167,0.53,,,2624,1.2,,,,,8553,3.9,11488,5.2,10075,4.48,3109,6080,10198,4.6
1999,Wallingford,New Haven,94,40998,250744,6.1,34316,0.84,72830,1.8,474231,11.6,434,17452,0.4,,200351,4.9,1690550,41.23,1585180,38.98,229402,943361,1357881,33.1
1999,Warren,Litchfield,21,1307,4915,3.8,500,0.38,115,0.1,5790,4.4,69,69,0.1,,12775,9.8,26204,20.05,14300,11.06,5352,12070,21966,16.8
1999,Washington - Gunn,Litchfield,16,4040,31044,7.7,1781,0.44,5800,1.4,44963,11.1,167,2160,0.5,,34105,8.4,277540,68.7,54000,13.35,25739,118632,192348,47.6
1999,Waterbury - Silas Bron.,New Haven,162,105346,272420,2.6,46169,0.44,70131,0.7,199348,1.9,507,24923,0.2,,402739,3.8,2220652,21.08,1892953,17.84,252911,1503966,2098158,19.9
1999,Waterford,New London,7,17917,,,12609,0.7,15167,0.8,232378,13,499,8808,0.5,,112525,6.3,1108348,61.86,1027814,56.7,137228,713620,911236,50.9
1999,Watertown,Litchfield,104,21689,70175,3.2,12247,0.56,42273,1.9,147389,6.8,98,4178,0.2,,63247,2.9,639947,29.51,600000,27.83,86773,297300,507177,23.4
1999,West Hartford,Hartford,47,55951,524071,9.4,28539,0.51,161169,2.9,854049,15.3,1585,32772,0.6,,305455,5.5,2897050,51.78,2807212,49.82,353588,1766740,2312465,41.3
1999,West Haven,New Haven,158,51639,142480,2.8,29795,0.58,13193,0.3,224963,4.4,139,8237,0.2,,153289,3,1151985,22.31,1109400,21.34,130761,641599,863309,16.7
1999,Westbrook,Middlesex,34,5617,39000,6.9,3500,0.62,4483,0.8,65001,11.6,99,1420,0.3,,39712,7.1,248417,44.23,224941,40.5,40080,147785,219736,39.1
1999,Weston,Fairfield,5,8846,,,,,,,99744,11.3,1479,2800,0.3,,55524,6.3,373074,42.17,282819,32.22,44595,170060,230854,26.1
1999,Westport,Fairfield,4,24221,419220,17.3,14220,0.59,94702,3.9,578379,23.9,659,22117,0.9,,197809,8.2,2797395,115.49,2415847,99.94,294684,1617325,2286445,94.4
